item_name:string,description:text,price:float,header:string,menu_id:int
Linguine Pancetta,"Mushrooms, pancetta, sun-dried tomatoes and basil with light cream sauce.",22.00 ,Dinner Pastas,34
Linguine Vongole,"Clams, basil, diced tomatoes and white wine.",25.00 ,Dinner Pastas,34
Penne Melanzane,"Eggplant, Kalamata olives, tomatoes, fresh spinach and light pomodoro sauce.",23.00 ,Dinner Pastas,34
Penne Bolognese,"Veal and beef sauce, mushrooms, scallions and marinara sauce.",24.00 ,Dinner Pastas,34
Penne Basilico,"Grilled chicken, basil, tomatoes, mushrooms, garlic and Parmesan cream sauce.",24.00 ,Dinner Pastas,34
Conchiglie Gorgonzola,"Seashell pasta, tomatoes, mushrooms, spinach and Gorgonzola cream sauce.",22.00 ,Dinner Pastas,34
Conchiglie with Smoked Salmon,"Seashell pasta, tomatoes, dill and light cream sauce.",25.00 ,Dinner Pastas,34
Meat Lasagna,"Meat sauce with ricotta, mozzarella and provolone cheese, spinach, marinara sauce and served with seasonal vegetables.",22.00 ,Dinner Pastas,34
Ravioli Fiorentina,"Spinach, ricotta cheese, tomatoes, basil and light tomato cream sauce.",22.00 ,Dinner Pastas,34
Butternut Squash Ravioli,"Comes with herbs, garlic and light tomato cream sauce.",22.00 ,Dinner Pastas,34
Polenta Lasagna,Served with seasonal vegetables.,24.00 ,Dinner Entrees,34
Risotto Gamberi,"Rock shrimp, zucchini, peas, sun-dried tomatoes, basil and light herb cream sauce.",26.00 ,Dinner Entrees,34
Eggplant Parmesan,"Eggplant, ricotta, provolone cheese, tomatoes, basil, marinara, served with penne pasta and marinara or seasonal vegetables.",24.00 ,Dinner Entrees,34
Chicken Parmesan,"Breaded chicken breast, melted provolone cheese, marinara, served with penne pasta and marinara or seasonal vegetables.",27.00 ,Dinner Entrees,34
Veal Parmesan,"Breaded veal, melted provolone cheese, marinara, served with penne pasta and marinara or seasonal vegetables.",30.00 ,Dinner Entrees,34
Tuscan Chicken,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",27.00 ,Dinner Entrees,34
Chicken Marsala,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",27.00 ,Dinner Entrees,34
Chicken Piccata,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",27.00 ,Dinner Entrees,34
Salmon Piccata,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",28.00 ,Dinner Entrees,34
Charbroiled New York Steak,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",30.00 ,Dinner Entrees,34
Veal Saltimbocca,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta..",30.00 ,Dinner Entrees,34
Veal Marsala,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",30.00 ,Dinner Entrees,34
Veal Piccata,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",30.00 ,Dinner Entrees,34
Grilled Chicken Breast,Pork and beef.,11.00 ,Dinner Sides,34
Carpaccio,"Thin sliced raw beef, capers, basil, Parmesan cheese, mustard aioli and olive oil.",15.00 ,Lunch Appetizers,34
Calamari Fritti,Grilled artichokes with marinara sauce and lemon dill tartar sauce.,17.00 ,Lunch Appetizers,34
Crab Cakes,Served with spicy roasted red pepper sauce.,17.00 ,Lunch Appetizers,34
Steamed Clams and Mussels,"Italian parsley, garlic, lemon and white wine.",17.00 ,Lunch Appetizers,34
Caprese,"Buffalo mozzarella cheese, fresh basil, tomatoes, extra virgin olive oil and balsamic vinaigrette.",16.00 ,Lunch Appetizers,34
Bruschetta,"Herbed crostini topped with diced tomatoes, olive oil, garlic and basil.",10.00 ,Lunch Appetizers,34
Polenta Fries,Served with Parmesan cheese and marinara sauce.,10.00 ,Lunch Appetizers,34
Herbed Garlic and Parmesan Bread,"Romaine hearts, herbed crostini, tomatoes, cucumber, mushroom, red onion and creamy Italian dressing.",9.00 ,Lunch Appetizers,34
House Salad,"Romaine hearts, Parmesan cheese, herbed crostini tossed with Caesar dressing.",14.00 ,Lunch Appetizers,34
Caesar Salad,"Mixed greens, Parmesan cheese, extra virgin olive oil and vinegar.",14.00 ,Lunch Appetizers,34
Chicken Caesar Salad,"Served with tomatoes, roasted peppers, goat cheese and balsamic vinaigrette.",20.00 ,Lunch Appetizers,34
Prosciutto di Parma and Melon Salad,"Mixed greens with caramelized walnuts, Gorgonzola cheese, tomatoes and champagne vinaigrette.",17.00 ,Lunch Appetizers,34
Spinach Pancetta Salad,"Crisp hearts of romaine, herbed marinated prawns, bay scallops, artichokes, egg, cucumber, tomatoes and champagne vinaigrette.",17.00 ,Lunch Appetizers,34
Pear Salad,Please contact restaurant for today's selection.,16.00 ,Lunch Appetizers,34
Seafood Salad,"Breaded risotto balls with mozzarella, parmesan, peas and mushrooms, side marinara sauce.",20.00 ,Lunch Appetizers,34
Minestrone,"Mozzarella cheese, fresh basil, tomatoes, extra virgin olive oil and balsamic vinaigrette.",9.00 ,Lunch Appetizers,34
Fettuccine,Comes with your choice of Alfredo sauce or pesto cream sauce.,19.00 ,Lunch Pastas,34
Capellini Pomodoro,"Angel hair pasta, basil, tomatoes, garlic and marinara sauce.",19.00 ,Lunch Pastas,34
Capellini Gamberi,"Rock shrimp, zucchini, tomatoes, basil in Asiago cream sauce.",24.00 ,Lunch Pastas,34
Spaghetti with Meatballs,"Pork and beef meatballs, marinara sauce and basil.",21.00 ,Lunch Pastas,34
Spaghetti with Prawns,"Sun-dried tomatoes, zucchini, basil and light tomato cream sauce.",26.00 ,Lunch Pastas,34
Linguine Carbonara,"Bacon, peas, fresh basil and cream sauce.",20.00 ,Lunch Pastas,34
Linguine Pancetta,"Mushrooms, pancetta, sun-dried tomatoes, basil and light cream sauce.",20.00 ,Lunch Pastas,34
Linguine Vongole,"Clams, basil, diced tomatoes and white wine.",22.00 ,Lunch Pastas,34
Penne Melanzane,"Eggplant, Kalamata olives, tomatoes, fresh spinach and light pomodoro sauce.",19.00 ,Lunch Pastas,34
Penne Bolognese,"Veal and beef sauce, mushrooms, scallions and marinara sauce.",20.00 ,Lunch Pastas,34
Penne Basilico,"Grilled chicken, basil, tomatoes, mushrooms, garlic and Parmesan cream sauce.",22.00 ,Lunch Pastas,34
Conchiglie Gorgonzola,"Seashell pasta, tomatoes, mushrooms, spinach and Gorgonzola cream sauce.",19.00 ,Lunch Pastas,34
Conchiglie with Smoked Salmon,"Seashell pasta, tomatoes, dill and light cream sauce.",22.00 ,Lunch Pastas,34
Meat Lasagna,"Meat sauce with ricotta, mozzarella and provolone cheese, spinach and marinara sauce with seasonal vegetables.",21.00 ,Lunch Pastas,34
Butternut Squash Ravioli,"Comes with herbs, garlic and light tomato cream sauce.",21.00 ,Lunch Pastas,34
Ravioli Florentina,"Spinach, ricotta cheese, tomatoes and basil with light tomato cream sauce.",21.00 ,Lunch Pastas,34
Italian Club Sandwich,"Turkey, prosciutto, bacon, provolone, lettuce, tomato, pesto aioli and sourdough bread.",17.00 ,Lunch Paninis and Sandwiches,34
Prosciutto Panini,"Fresh mozzarella, tomato, basil and aioli.",17.00 ,Lunch Paninis and Sandwiches,34
Grilled Chicken Panini,"Provolone cheese, tomato and aioli.",17.00 ,Lunch Paninis and Sandwiches,34
Crab Cake Panini,Comes with lemon dill aioli.,17.00 ,Lunch Paninis and Sandwiches,34
Turkey Panini,"Provolone cheese, lettuce, tomato and pesto aioli.",16.00 ,Lunch Paninis and Sandwiches,34
Caprese Panini,"Fresh mozzarella cheese, tomato, basil and pesto.",16.00 ,Lunch Paninis and Sandwiches,34
Grilled Veggie Panini,"Grilled eggplant, spinach, roasted peppers, provolone cheese and basil aioli.",16.00 ,Lunch Paninis and Sandwiches,34
Cesario's Burger Lunch,Served with your choice of mixed greens or hand-cut fries.,13.00 ,Lunch Paninis and Sandwiches,34
Lunch Club Sandwich,Served with your choice of mixed greens or hand-cut fries.,12.00 ,Lunch Paninis and Sandwiches,34
Lunch Ham and Cheese Panini,Served on focaccia bread with your choice of mixed greens or hand-cut fries.,11.00 ,Lunch Paninis and Sandwiches,34
Tuna Panini Lunch,Served on focaccia bread with your choice of mixed greens or hand-cut fries.,13.00 ,Lunch Paninis and Sandwiches,34
Polenta Lasagna,Served with seasonal vegetables.,21.00 ,Lunch Entrees,34
Risotto Gamberi,"Rock shrimp, zucchini, peas, sun-dried tomatoes, basil and light herb cream sauce.",23.00 ,Lunch Entrees,34
Eggplant Parmesan,Served with penne pasta and marinara sauce or seasonal vegetables.,21.00 ,Lunch Entrees,34
Chicken Parmesan,Served with penne pasta and marinara or seasonal vegetables.,24.00 ,Lunch Entrees,34
Veal Parmesan,Served with penne pasta and marinara sauce or seasonal vegetables.,28.00 ,Lunch Entrees,34
Tuscan Chicken,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",24.00 ,Lunch Entrees,34
Chicken Marsala,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",24.00 ,Lunch Entrees,34
Chicken Piccata,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",24.00 ,Lunch Entrees,34
Salmon Piccata,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",24.00 ,Lunch Entrees,34
Veal Piccata,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",29.00 ,Lunch Entrees,34
Veal Marsala,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",29.00 ,Lunch Entrees,34
Veal Saltimbocca,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",29.00 ,Lunch Entrees,34
Charbroiled New York Steak,"Served with seasonal vegetables and your choice of penne pasta, risotto or polenta.",28.00 ,Lunch Entrees,34
Polenta,Pork and beef.,9.00 ,Lunch Sides,34
Flourless Chocolate Cake,Please contact restaurant for today's selection.,9.00 ,Desserts,34
New York Cheesecake,"Pastry base filled with Chantilly cream, topped with sponge cake, blueberries, blackberries, red currants, raspberries & strawberries",9.00 ,Desserts,34
Tiramisu,Sicilian lemon- infused sponge cake & Italian Mascarpone topped with European white chocolate curls,8.00 ,Desserts,34
Crab Bisque,"Tossed with pine nuts, cherry tomatoes, balsamic vinegar and olive oil.",9.00 ,Valentine's Day Menu (Archived),34
Strawberry Spinach Salad,"Sliced New York strip steak, creme Fraiche, mushrooms and onions, served over pappardelle.",16.00 ,Valentine's Day Menu (Archived),34
Beef Stroganoff,"Sliced chicken breast, creme Fraiche, mushrooms and onions, served over pappardelle.",29.00 ,Valentine's Day Menu (Archived),34
Chicken Stroganoff,"Garlic, tomatoes and scallions in white wine sauce, served with risotto and vegetables.",29.00 ,Valentine's Day Menu (Archived),34
Seared Swordfish,"Sauteed basil, garlic and tomatoes with asiago cream sauce, topped with 2 grilled prawns.",29.00 ,Valentine's Day Menu (Archived),34
Lobster Ravioli,"Pappardelle with tomato cream sauce and peas tossed with sauteed prawns, bay scallops, mussels and clams.",29.00 ,Valentine's Day Menu (Archived),34
"Cusumano Nero d'Avola, Sicily 2017",Must be 21 to purchase.,35.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Ruffino Chianti, Toscana Italy D.O.C.G 2016",Must be 21 to purchase.,35.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Gabbiano Chianti Classico, Toscana, Italy D.O.C.G 2015",Must be 21 to purchase.,45.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Banfi Chianti Classico, Toscana, Italy D.O.C.G 2014",Must be 21 to purchase.,45.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Carletto Montepulciano d,Abruzzo 2016",Must be 21 to purchase.,35.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Antinori Toscana Re, Italy 2014",Must be 21 to purchase.,39.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Luigi Righetti, Campolieti, Valpolicella Ripasso 2014",Must be 21 to purchase.,49.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
Ruffino Modus Toscana 2015,Must be 21 to purchase.,64.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
Banfi Brunello di Montalcino 2012,Must be 21 to purchase.,89.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Rodney Strong, Russian River Valley 2015",Must be 21 to purchase.,46.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Meiomi, California 2016",Must be 21 to purchase.,48.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Mark West, California",Must be 21 to purchase.,35.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Rock Rabbit, Central Coast 2013",Must be 21 to purchase.,32.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Robert Mondavi Private Selection, North Coast 2016",Must be 21 to purchase.,35.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Ferrari- Carano, Sonoma 2015",Must be 21 to purchase.,46.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Tome Gore Vineyards, California 2017",Must be 21 to purchase.,33.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Robert Mondavi Private Selection, California",Must be 21 to purchase.,35.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Ravage, California",Must be 21 to purchase.,33.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Simi, California 2014",Must be 21 to purchase.,44.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Imagery, Napa Valley 2017",Must be 21 to purchase.,40.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Coppola Claret, California 2014",Must be 21 to purchase.,45.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Atlas Peak, Napa Valley 2014",Must be 21 to purchase.,46.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Cuttings by Prisoner Wine Co., Napa Valley 2016",Must be 21 to purchase.,75.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Black Stallion, Napa Valley 2015",Must be 21 to purchase.,46.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"William Hill Estate, Central Coast 2016",Must be 21 to purchase.,49.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Mount Veeder, Napa Valley 2016",Must be 21 to purchase.,59.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Robert Mondavi Winery, Oakville, Napa Valley 2014",Must be 21 to purchase.,70.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Brandlin, Mount Veeder 2012",Must be 21 to purchase.,95.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Gnarly Head, Lodi 2016",Must be 21 to purchase.,39.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Paso Creek, Paso Robles 2015",Must be 21 to purchase.,40.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Saldo by Prisoner Wine Company, California 2016",Must be 21 to purchase.,49.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Broquel Malbec, Argentina 2014",Must be 21 to purchase.,39.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Ravenswood Shiraz, California 2016",Must be 21 to purchase.,30.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Mouton Cadet, Bordeaux 2013",Must be 21 to purchase.,42.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Manteo Red Blend, Sonoma County 2014",Must be 21 to purchase.,40.00 ,Red Wines by the Bottle (Must be 21 to Purchase),34
"Ruffino Chianti, Toscana, Italy D.O.C.G 2016",Must be 21 to purchase.,20.00 ,Red Wines by the Half Bottle (Must be 21 to Purchase),34
Riserva Ducale Chianti Tan Label 2014,Must be 21 to purchase.,28.00 ,Red Wines by the Half Bottle (Must be 21 to Purchase),34
"Robert Mondavi Private Selection Cabernet, California 2016",Must be 21 to purchase.,27.00 ,Red Wines by the Half Bottle (Must be 21 to Purchase),34
"Coppola Diamond Collection Merlot, Rutherford 2015",Must be 21 to purchase.,21.00 ,Red Wines by the Half Bottle (Must be 21 to Purchase),34
"Kenwood Merlot, Sonoma 2016",Must be 21 to purchase.,21.00 ,Red Wines by the Half Bottle (Must be 21 to Purchase),34
"Coppola Diamond Collection Chardonnay, Rutherford 2016",Must be 21 to purchase.,22.00 ,White Wines by the Half Bottles (Must be 21 to Purchase),34
"Cavit Pinot Grigio, Trentino Alto- Adige, Italy 2017",Must be 21 to purchase.,20.00 ,White Wines by the Half Bottles (Must be 21 to Purchase),34
"Ruffino Prosecco, Veneto, Italy",Must be 21 to purchase.,30.00 ,White Wines by the Bottle (Must be 21 to Purchase),34
"Veuve du Vernay Rose Dry, France",Must be 21 to purchase.,30.00 ,White Wines by the Bottle (Must be 21 to Purchase),34
"Veuve du Vernay Brut, France",Must be 21 to purchase.,30.00 ,White Wines by the Bottle (Must be 21 to Purchase),34
Coppola Sofia 2016,Must be 21 to purchase.,32.00 ,White Wines by the Bottle (Must be 21 to Purchase),34
"Stemmari, Sicily 2016",Must be 21 to purchase.,30.00 ,White Wines by the Bottle (Must be 21 to Purchase),34
"Ruffino Lumina Pinot Grigio, Italy 2016",Must be 21 to purchase.,30.00 ,White Wines by the Bottle (Must be 21 to Purchase),34
"Mezzacorona Pinot Grigio, Trentino 2016",Must be 21 to purchase.,31.00 ,White Wines by the Bottle (Must be 21 to Purchase),34
"Oyster Bay, New Zealand 2017",Must be 21 to purchase.,32.00 ,White Wines by the Bottle (Must be 21 to Purchase),34
"Robert Mondavi ""Private Selection"", Napa Valley 2017",Must be 21 to purchase.,32.00 ,White Wines by the Bottle (Must be 21 to Purchase),34
"Jean, Sonoma 2016",Must be 21 to purchase.,33.00 ,White Wines by the Bottle (Must be 21 to Purchase),34
"Coppola Director's, Rutherford, Napa Valley 2015",Must be 21 to purchase.,37.00 ,White Wines by the Bottle (Must be 21 to Purchase),34
